company_id,company_name,metric_id,metric_name,fiscal_year,value
INE404A01024,Aditya Birla Sun Life AMC Limited,61,Return on Assets (ROA) (%),2021,26.51889386975221
INE404A01024,Aditya Birla Sun Life AMC Limited,61,Return on Assets (ROA) (%),2022,27.63214390477452
INE404A01024,Aditya Birla Sun Life AMC Limited,61,Return on Assets (ROA) (%),2023,21.390040600834972
INE404A01024,Aditya Birla Sun Life AMC Limited,61,Return on Assets (ROA) (%),2024,22.284221197367106
INE404A01024,Aditya Birla Sun Life AMC Limited,14,Retention ratio (%),2020,0.1953261939368393
INE404A01024,Aditya Birla Sun Life AMC Limited,14,Retention ratio (%),2021,0.7339748157353201
INE404A01024,Aditya Birla Sun Life AMC Limited,14,Retention ratio (%),2022,0.6553957820467504
INE404A01024,Aditya Birla Sun Life AMC Limited,14,Retention ratio (%),2023,0.47603876722894795
INE404A01024,Aditya Birla Sun Life AMC Limited,14,Retention ratio (%),2024,0.806217643139064
INE404A01024,Aditya Birla Sun Life AMC Limited,36,Receivables Turnover Ratio,2020,30.491871867616965
INE404A01024,Aditya Birla Sun Life AMC Limited,36,Receivables Turnover Ratio,2021,33.353725951440815
INE404A01024,Aditya Birla Sun Life AMC Limited,36,Receivables Turnover Ratio,2022,45.27731339624954
INE404A01024,Aditya Birla Sun Life AMC Limited,36,Receivables Turnover Ratio,2023,0.929084594788049
INE404A01024,Aditya Birla Sun Life AMC Limited,36,Receivables Turnover Ratio,2024,41.470732454796206
INE404A01024,Aditya Birla Sun Life AMC Limited,24,Quick Ratio (x),2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,24,Quick Ratio (x),2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,24,Quick Ratio (x),2022,
INE404A01024,Aditya Birla Sun Life AMC Limited,24,Quick Ratio (x),2023,
INE404A01024,Aditya Birla Sun Life AMC Limited,24,Quick Ratio (x),2024,
INE404A01024,Aditya Birla Sun Life AMC Limited,45,PS Ratio,2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,45,PS Ratio,2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,45,PS Ratio,2022,0.0041288929230380855
INE404A01024,Aditya Birla Sun Life AMC Limited,45,PS Ratio,2023,0.25370737235144014
INE404A01024,Aditya Birla Sun Life AMC Limited,45,PS Ratio,2024,0.3422653138140246
INE404A01024,Aditya Birla Sun Life AMC Limited,44,PE Ratio,2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,44,PE Ratio,2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,44,PE Ratio,2022,22.85316780821918
INE404A01024,Aditya Birla Sun Life AMC Limited,44,PE Ratio,2023,15.02655721873491
INE404A01024,Aditya Birla Sun Life AMC Limited,44,PE Ratio,2024,17.09671465485419
INE404A01024,Aditya Birla Sun Life AMC Limited,9,PBT/Share (₹),2020,367.07194444444445
INE404A01024,Aditya Birla Sun Life AMC Limited,9,PBT/Share (₹),2021,386.6056111111111
INE404A01024,Aditya Birla Sun Life AMC Limited,9,PBT/Share (₹),2022,31.066100694444444
INE404A01024,Aditya Birla Sun Life AMC Limited,9,PBT/Share (₹),2023,27.56458333333333
INE404A01024,Aditya Birla Sun Life AMC Limited,9,PBT/Share (₹),2024,34.994125280731836
INE404A01024,Aditya Birla Sun Life AMC Limited,17,PBT Margin (%),2020,53.51041653168854
INE404A01024,Aditya Birla Sun Life AMC Limited,17,PBT Margin (%),2021,57.709914611497446
INE404A01024,Aditya Birla Sun Life AMC Limited,17,PBT Margin (%),2022,63.520756299263525
INE404A01024,Aditya Birla Sun Life AMC Limited,17,PBT Margin (%),2023,58.643717219472556
INE404A01024,Aditya Birla Sun Life AMC Limited,17,PBT Margin (%),2024,61.450828365578026
INE404A01024,Aditya Birla Sun Life AMC Limited,8,PBIT/Share (₹),2020,370.0947777777778
INE404A01024,Aditya Birla Sun Life AMC Limited,8,PBIT/Share (₹),2021,389.69272222222224
INE404A01024,Aditya Birla Sun Life AMC Limited,8,PBIT/Share (₹),2022,31.234968749999993
INE404A01024,Aditya Birla Sun Life AMC Limited,8,PBIT/Share (₹),2023,26.508333333333333
INE404A01024,Aditya Birla Sun Life AMC Limited,8,PBIT/Share (₹),2024,33.98854098337251
INE404A01024,Aditya Birla Sun Life AMC Limited,16,PBIT Margin (%),2020,53.951074209892056
INE404A01024,Aditya Birla Sun Life AMC Limited,16,PBIT Margin (%),2021,58.170738028173695
INE404A01024,Aditya Birla Sun Life AMC Limited,16,PBIT Margin (%),2022,63.86604027001924
INE404A01024,Aditya Birla Sun Life AMC Limited,16,PBIT Margin (%),2023,56.39654280859866
INE404A01024,Aditya Birla Sun Life AMC Limited,16,PBIT Margin (%),2024,59.684989454948855
INE404A01024,Aditya Birla Sun Life AMC Limited,7,PBDIT/Share (₹),2020,390.38455555555555
INE404A01024,Aditya Birla Sun Life AMC Limited,7,PBDIT/Share (₹),2021,410.4941111111111
INE404A01024,Aditya Birla Sun Life AMC Limited,7,PBDIT/Share (₹),2022,32.47176041666666
INE404A01024,Aditya Birla Sun Life AMC Limited,7,PBDIT/Share (₹),2023,27.700000000000003
INE404A01024,Aditya Birla Sun Life AMC Limited,7,PBDIT/Share (₹),2024,35.18954949868602
INE404A01024,Aditya Birla Sun Life AMC Limited,15,PBDIT Margin (%),2020,56.908844414497295
INE404A01024,Aditya Birla Sun Life AMC Limited,15,PBDIT Margin (%),2021,61.27583102754384
INE404A01024,Aditya Birla Sun Life AMC Limited,15,PBDIT Margin (%),2022,66.39490421802488
INE404A01024,Aditya Birla Sun Life AMC Limited,15,PBDIT Margin (%),2023,58.93181650291793
INE404A01024,Aditya Birla Sun Life AMC Limited,15,PBDIT Margin (%),2024,61.793999683038926
INE404A01024,Aditya Birla Sun Life AMC Limited,46,PB Ratio,2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,46,PB Ratio,2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,46,PB Ratio,2022,6.999858909059719
INE404A01024,Aditya Birla Sun Life AMC Limited,46,PB Ratio,2023,3.5608246357752718
INE404A01024,Aditya Birla Sun Life AMC Limited,46,PB Ratio,2024,4.210618429885322
INE404A01024,Aditya Birla Sun Life AMC Limited,47,P/TBV Ratio,2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,47,P/TBV Ratio,2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,47,P/TBV Ratio,2022,0.0024429698001157854
INE404A01024,Aditya Birla Sun Life AMC Limited,47,P/TBV Ratio,2023,0.12412302218818679
INE404A01024,Aditya Birla Sun Life AMC Limited,47,P/TBV Ratio,2024,0.14672060519279748
INE404A01024,Aditya Birla Sun Life AMC Limited,49,P/OCF Ratio,2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,49,P/OCF Ratio,2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,49,P/OCF Ratio,2022,0.009479203991901705
INE404A01024,Aditya Birla Sun Life AMC Limited,49,P/OCF Ratio,2023,0.7115419791476129
INE404A01024,Aditya Birla Sun Life AMC Limited,49,P/OCF Ratio,2024,0.6762893522574616
INE404A01024,Aditya Birla Sun Life AMC Limited,48,P/FCF Ratio,2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,48,P/FCF Ratio,2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,48,P/FCF Ratio,2022,0.009763192517318078
INE404A01024,Aditya Birla Sun Life AMC Limited,48,P/FCF Ratio,2023,0.7438391854100437
INE404A01024,Aditya Birla Sun Life AMC Limited,48,P/FCF Ratio,2024,0.707931461412653
INE404A01024,Aditya Birla Sun Life AMC Limited,19,Operating Profit Margin (%),2020,53.951074209892056
INE404A01024,Aditya Birla Sun Life AMC Limited,19,Operating Profit Margin (%),2021,58.170738028173695
INE404A01024,Aditya Birla Sun Life AMC Limited,19,Operating Profit Margin (%),2022,63.86604027001924
INE404A01024,Aditya Birla Sun Life AMC Limited,19,Operating Profit Margin (%),2023,56.39654280859866
INE404A01024,Aditya Birla Sun Life AMC Limited,19,Operating Profit Margin (%),2024,59.684989454948855
INE404A01024,Aditya Birla Sun Life AMC Limited,33,Operating Leverage Ratio (x),2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,33,Operating Leverage Ratio (x),2021,-1.5262966436762082
INE404A01024,Aditya Birla Sun Life AMC Limited,33,Operating Leverage Ratio (x),2022,3.3001941605720257
INE404A01024,Aditya Birla Sun Life AMC Limited,33,Operating Leverage Ratio (x),2023,1.001009654287078
INE404A01024,Aditya Birla Sun Life AMC Limited,33,Operating Leverage Ratio (x),2024,2.7384018101731615
INE404A01024,Aditya Birla Sun Life AMC Limited,62,Operating Cash Flow/EBITDA,2020,0.7072961675111806
INE404A01024,Aditya Birla Sun Life AMC Limited,62,Operating Cash Flow/EBITDA,2021,0.6932711445041707
INE404A01024,Aditya Birla Sun Life AMC Limited,62,Operating Cash Flow/EBITDA,2022,0.6022115156257035
INE404A01024,Aditya Birla Sun Life AMC Limited,62,Operating Cash Flow/EBITDA,2023,0.5482350581628559
INE404A01024,Aditya Birla Sun Life AMC Limited,62,Operating Cash Flow/EBITDA,2024,0.675531180334984
INE404A01024,Aditya Birla Sun Life AMC Limited,10,Net Profit/Share (₹),2020,274.6678888888889
INE404A01024,Aditya Birla Sun Life AMC Limited,10,Net Profit/Share (₹),2021,292.37833333333333
INE404A01024,Aditya Birla Sun Life AMC Limited,10,Net Profit/Share (₹),2022,23.360131944444444
INE404A01024,Aditya Birla Sun Life AMC Limited,10,Net Profit/Share (₹),2023,20.707638888888887
INE404A01024,Aditya Birla Sun Life AMC Limited,10,Net Profit/Share (₹),2024,27.08725448005941
INE404A01024,Aditya Birla Sun Life AMC Limited,18,Net Profit Margin (%),2020,40.040088502455525
INE404A01024,Aditya Birla Sun Life AMC Limited,18,Net Profit Margin (%),2021,43.644293217640964
INE404A01024,Aditya Birla Sun Life AMC Limited,18,Net Profit Margin (%),2022,47.76438674928566
INE404A01024,Aditya Birla Sun Life AMC Limited,18,Net Profit Margin (%),2023,44.05555145157716
INE404A01024,Aditya Birla Sun Life AMC Limited,18,Net Profit Margin (%),2024,47.56610467029953
INE404A01024,Aditya Birla Sun Life AMC Limited,54,Net Income Growth (%),2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,54,Net Income Growth (%),2021,6.447948653950158
INE404A01024,Aditya Birla Sun Life AMC Limited,54,Net Income Growth (%),2022,27.835091899574554
INE404A01024,Aditya Birla Sun Life AMC Limited,54,Net Income Growth (%),2023,-99.1135478627374
INE404A01024,Aditya Birla Sun Life AMC Limited,54,Net Income Growth (%),2024,30.849458399007347
INE404A01024,Aditya Birla Sun Life AMC Limited,28,Net Debt/Equity (x),2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,28,Net Debt/Equity (x),2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,28,Net Debt/Equity (x),2022,
INE404A01024,Aditya Birla Sun Life AMC Limited,28,Net Debt/Equity (x),2023,
INE404A01024,Aditya Birla Sun Life AMC Limited,28,Net Debt/Equity (x),2024,
INE404A01024,Aditya Birla Sun Life AMC Limited,51,Net Asset Value (NAV)/Share (₹),2020,731.5958888888889
INE404A01024,Aditya Birla Sun Life AMC Limited,51,Net Asset Value (NAV)/Share (₹),2021,947.0073888888888
INE404A01024,Aditya Birla Sun Life AMC Limited,51,Net Asset Value (NAV)/Share (₹),2022,76.26582291666666
INE404A01024,Aditya Birla Sun Life AMC Limited,51,Net Asset Value (NAV)/Share (₹),2023,87.3954861111111
INE404A01024,Aditya Birla Sun Life AMC Limited,51,Net Asset Value (NAV)/Share (₹),2024,109.99571861291028
INE404A01024,Aditya Birla Sun Life AMC Limited,26,Long-term Debt/Equity (x),2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,26,Long-term Debt/Equity (x),2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,26,Long-term Debt/Equity (x),2022,
INE404A01024,Aditya Birla Sun Life AMC Limited,26,Long-term Debt/Equity (x),2023,
INE404A01024,Aditya Birla Sun Life AMC Limited,26,Long-term Debt/Equity (x),2024,
INE404A01024,Aditya Birla Sun Life AMC Limited,35,Inventory Turnover Ratio,2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,35,Inventory Turnover Ratio,2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,35,Inventory Turnover Ratio,2022,
INE404A01024,Aditya Birla Sun Life AMC Limited,35,Inventory Turnover Ratio,2023,
INE404A01024,Aditya Birla Sun Life AMC Limited,35,Inventory Turnover Ratio,2024,
INE404A01024,Aditya Birla Sun Life AMC Limited,29,Interest Coverage Ratio (x),2020,122.43307419455624
INE404A01024,Aditya Birla Sun Life AMC Limited,29,Interest Coverage Ratio (x),2021,126.23216599481718
INE404A01024,Aditya Birla Sun Life AMC Limited,29,Interest Coverage Ratio (x),2022,184.96671053172673
INE404A01024,Aditya Birla Sun Life AMC Limited,29,Interest Coverage Ratio (x),2023,195.75384615384618
INE404A01024,Aditya Birla Sun Life AMC Limited,29,Interest Coverage Ratio (x),2024,173.92184724689162
INE404A01024,Aditya Birla Sun Life AMC Limited,11,Gross profit margin (%),2020,74.32115992639913
INE404A01024,Aditya Birla Sun Life AMC Limited,11,Gross profit margin (%),2021,76.13659838378427
INE404A01024,Aditya Birla Sun Life AMC Limited,11,Gross profit margin (%),2022,80.61770857930632
INE404A01024,Aditya Birla Sun Life AMC Limited,11,Gross profit margin (%),2023,75.29733323483785
INE404A01024,Aditya Birla Sun Life AMC Limited,11,Gross profit margin (%),2024,76.20231869216984
INE404A01024,Aditya Birla Sun Life AMC Limited,63,Free Cash Flow/Net Income,2020,0.9720913458718429
INE404A01024,Aditya Birla Sun Life AMC Limited,63,Free Cash Flow/Net Income,2021,0.9514090381374208
INE404A01024,Aditya Birla Sun Life AMC Limited,63,Free Cash Flow/Net Income,2022,0.8127549341396295
INE404A01024,Aditya Birla Sun Life AMC Limited,63,Free Cash Flow/Net Income,2023,0.7015158120661323
INE404A01024,Aditya Birla Sun Life AMC Limited,63,Free Cash Flow/Net Income,2024,0.8383694705007945
INE404A01024,Aditya Birla Sun Life AMC Limited,41,Fixed Asset Turnover Ratio (x),2020,16.703547634346783
INE404A01024,Aditya Birla Sun Life AMC Limited,41,Fixed Asset Turnover Ratio (x),2021,18.8761943971347
INE404A01024,Aditya Birla Sun Life AMC Limited,41,Fixed Asset Turnover Ratio (x),2022,22.08153974223709
INE404A01024,Aditya Birla Sun Life AMC Limited,41,Fixed Asset Turnover Ratio (x),2023,21.66266602656425
INE404A01024,Aditya Birla Sun Life AMC Limited,41,Fixed Asset Turnover Ratio (x),2024,16.314439140811455
INE404A01024,Aditya Birla Sun Life AMC Limited,12,Effective tax rate (%),2020,0.25173281955777665
INE404A01024,Aditya Birla Sun Life AMC Limited,12,Effective tax rate (%),2021,0.24372972111544627
INE404A01024,Aditya Birla Sun Life AMC Limited,12,Effective tax rate (%),2022,0.2480507233847362
INE404A01024,Aditya Birla Sun Life AMC Limited,12,Effective tax rate (%),2023,0.24875922706774492
INE404A01024,Aditya Birla Sun Life AMC Limited,12,Effective tax rate (%),2024,0.22594851956554085
INE404A01024,Aditya Birla Sun Life AMC Limited,21,EBITDA Margin (%),2020,56.908844414497295
INE404A01024,Aditya Birla Sun Life AMC Limited,21,EBITDA Margin (%),2021,61.27583102754384
INE404A01024,Aditya Birla Sun Life AMC Limited,21,EBITDA Margin (%),2022,66.39490421802488
INE404A01024,Aditya Birla Sun Life AMC Limited,21,EBITDA Margin (%),2023,58.93181650291793
INE404A01024,Aditya Birla Sun Life AMC Limited,21,EBITDA Margin (%),2024,61.793999683038926
INE404A01024,Aditya Birla Sun Life AMC Limited,56,EBITDA Growth (%),2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,56,EBITDA Growth (%),2021,5.151216990881642
INE404A01024,Aditya Birla Sun Life AMC Limited,56,EBITDA Growth (%),2022,26.566533502848976
INE404A01024,Aditya Birla Sun Life AMC Limited,56,EBITDA Growth (%),2023,-99.14695108474062
INE404A01024,Aditya Birla Sun Life AMC Limited,56,EBITDA Growth (%),2024,27.078319294023228
INE404A01024,Aditya Birla Sun Life AMC Limited,20,EBIT Margin (%),2020,53.951074209892056
INE404A01024,Aditya Birla Sun Life AMC Limited,20,EBIT Margin (%),2021,58.170738028173695
INE404A01024,Aditya Birla Sun Life AMC Limited,20,EBIT Margin (%),2022,63.86604027001924
INE404A01024,Aditya Birla Sun Life AMC Limited,20,EBIT Margin (%),2023,56.39654280859866
INE404A01024,Aditya Birla Sun Life AMC Limited,20,EBIT Margin (%),2024,59.684989454948855
INE404A01024,Aditya Birla Sun Life AMC Limited,55,EBIT Growth (%),2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,55,EBIT Growth (%),2021,5.2953852961989085
INE404A01024,Aditya Birla Sun Life AMC Limited,55,EBIT Growth (%),2022,28.244504323848286
INE404A01024,Aditya Birla Sun Life AMC Limited,55,EBIT Growth (%),2023,-99.1513251207164
INE404A01024,Aditya Birla Sun Life AMC Limited,55,EBIT Growth (%),2024,28.25893324950222
INE404A01024,Aditya Birla Sun Life AMC Limited,5,Dividend/Share (₹),2020,221.01805555555555
INE404A01024,Aditya Birla Sun Life AMC Limited,5,Dividend/Share (₹),2021,77.78
INE404A01024,Aditya Birla Sun Life AMC Limited,5,Dividend/Share (₹),2022,8.05
INE404A01024,Aditya Birla Sun Life AMC Limited,5,Dividend/Share (₹),2023,10.85
INE404A01024,Aditya Birla Sun Life AMC Limited,5,Dividend/Share (₹),2024,5.2490320140378595
INE404A01024,Aditya Birla Sun Life AMC Limited,58,Dividend Yield (%),2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,58,Dividend Yield (%),2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,58,Dividend Yield (%),2022,0.015079142081108927
INE404A01024,Aditya Birla Sun Life AMC Limited,58,Dividend Yield (%),2023,0.03486503856041131
INE404A01024,Aditya Birla Sun Life AMC Limited,58,Dividend Yield (%),2024,0.011333330484805915
INE404A01024,Aditya Birla Sun Life AMC Limited,57,Dividend Payout Ratio (%),2020,0.5308807351323367
INE404A01024,Aditya Birla Sun Life AMC Limited,57,Dividend Payout Ratio (%),2021,4.257252326217843
INE404A01024,Aditya Birla Sun Life AMC Limited,57,Dividend Payout Ratio (%),2022,0.3446061643835617
INE404A01024,Aditya Birla Sun Life AMC Limited,57,Dividend Payout Ratio (%),2023,0.5239014968614195
INE404A01024,Aditya Birla Sun Life AMC Limited,57,Dividend Payout Ratio (%),2024,0.19376271738788703
INE404A01024,Aditya Birla Sun Life AMC Limited,2,Diluted EPS (₹),2020,17.17
INE404A01024,Aditya Birla Sun Life AMC Limited,2,Diluted EPS (₹),2021,18.27
INE404A01024,Aditya Birla Sun Life AMC Limited,2,Diluted EPS (₹),2022,23.29
INE404A01024,Aditya Birla Sun Life AMC Limited,2,Diluted EPS (₹),2023,20.65
INE404A01024,Aditya Birla Sun Life AMC Limited,2,Diluted EPS (₹),2024,27.02
INE404A01024,Aditya Birla Sun Life AMC Limited,65,Depreciation/Fixed Assets (%),2020,42.13223308194392
INE404A01024,Aditya Birla Sun Life AMC Limited,65,Depreciation/Fixed Assets (%),2021,47.711860692280716
INE404A01024,Aditya Birla Sun Life AMC Limited,65,Depreciation/Fixed Assets (%),2022,43.35769032393596
INE404A01024,Aditya Birla Sun Life AMC Limited,65,Depreciation/Fixed Assets (%),2023,43.751000160025605
INE404A01024,Aditya Birla Sun Life AMC Limited,65,Depreciation/Fixed Assets (%),2024,28.033015115354022
INE404A01024,Aditya Birla Sun Life AMC Limited,25,Debt Ratio,2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,25,Debt Ratio,2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,25,Debt Ratio,2022,
INE404A01024,Aditya Birla Sun Life AMC Limited,25,Debt Ratio,2023,
INE404A01024,Aditya Birla Sun Life AMC Limited,25,Debt Ratio,2024,
INE404A01024,Aditya Birla Sun Life AMC Limited,37,Days Sales Outstanding (DSO),2020,11.970403181040451
INE404A01024,Aditya Birla Sun Life AMC Limited,37,Days Sales Outstanding (DSO),2021,10.943305120735177
INE404A01024,Aditya Birla Sun Life AMC Limited,37,Days Sales Outstanding (DSO),2022,8.061432373552316
INE404A01024,Aditya Birla Sun Life AMC Limited,37,Days Sales Outstanding (DSO),2023,392.85981281744
INE404A01024,Aditya Birla Sun Life AMC Limited,37,Days Sales Outstanding (DSO),2024,8.801387831716164
INE404A01024,Aditya Birla Sun Life AMC Limited,38,Days Payable Outstanding (DPO),2020,54.569482338670994
INE404A01024,Aditya Birla Sun Life AMC Limited,38,Days Payable Outstanding (DPO),2021,53.77619243884029
INE404A01024,Aditya Birla Sun Life AMC Limited,38,Days Payable Outstanding (DPO),2022,45.31986825824403
INE404A01024,Aditya Birla Sun Life AMC Limited,38,Days Payable Outstanding (DPO),2023,1685.8219198564593
INE404A01024,Aditya Birla Sun Life AMC Limited,38,Days Payable Outstanding (DPO),2024,49.46506326520157
INE404A01024,Aditya Birla Sun Life AMC Limited,39,Days Inventory Outstanding (DIO),2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,39,Days Inventory Outstanding (DIO),2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,39,Days Inventory Outstanding (DIO),2022,
INE404A01024,Aditya Birla Sun Life AMC Limited,39,Days Inventory Outstanding (DIO),2023,
INE404A01024,Aditya Birla Sun Life AMC Limited,39,Days Inventory Outstanding (DIO),2024,
INE404A01024,Aditya Birla Sun Life AMC Limited,23,Current Ratio (x),2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,23,Current Ratio (x),2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,23,Current Ratio (x),2022,
INE404A01024,Aditya Birla Sun Life AMC Limited,23,Current Ratio (x),2023,
INE404A01024,Aditya Birla Sun Life AMC Limited,23,Current Ratio (x),2024,
INE404A01024,Aditya Birla Sun Life AMC Limited,32,Cash Ratio (x),2020,
INE404A01024,Aditya Birla Sun Life AMC Limited,32,Cash Ratio (x),2021,
INE404A01024,Aditya Birla Sun Life AMC Limited,32,Cash Ratio (x),2022,
